Survey,Year,Country,Records,Records above LIS ceiling,Weighted population share above ceiling,Welfare share above ceiling
HBS,2000,AGO,10034,5,0.00986519219890647,0.8015753547016705
IBEP-MICS,2008,AGO,9000,2,0.0036727998007605573,0.14558610015617857
IDREA,2018,AGO,11971,2,0.02643342620107806,3.6968155662577042
EWS,1996,ALB,1503,0,0.0,0.0
LSMS,2002,ALB,3599,5,0.05455119588989981,0.6765943856207781
LSMS,2005,ALB,3638,1,0.035852938202199175,0.3863102996345399
LSMS,2008,ALB,3598,4,0.07854468392195837,1.3375929284124357
LSMS,2012,ALB,6670,3,0.032777439499091565,0.35446086244859704
HBS,2014,ALB,6565,0,0.0,0.0
HBS,2015,ALB,7333,0,0.0,0.0
HBS,2016,ALB,7352,0,0.0,0.0
HBS,2017,ALB,7516,0,0.0,0.0
SILC-C,2017,ALB,4479,0,0.0,0.0
HBS,2018,ALB,7559,0,0.0,0.0
SILC-C,2018,ALB,4978,0,0.0,0.0
HBS,2019,ALB,7132,0,0.0,0.0
SILC-C,2019,ALB,5017,0,0.0,0.0
HBS,2020,ALB,5797,0,0.0,0.0
EPH,1986,ARG,1211,0,0.0,0.0
EPH,1987,ARG,1384,1,0.017031990618496137,0.6484772526605269
EPH,1991,ARG,758,4,0.11151494096858204,3.8755194176283925
EPH,1992,ARG,2379,1,0.008229261131555468,0.2641922031838773
EPH,1993,ARG,2482,0,0.0,0.0
EPH,1994,ARG,2508,0,0.0,0.0
EPH,1995,ARG,2584,0,0.0,0.0
EPH,1996,ARG,2486,0,0.0,0.0
EPH,1997,ARG,2612,0,0.0,0.0
EPH,1998,ARG,3296,1,0.00023801407010258158,0.016167870847914767
EPH,1999,ARG,3070,0,0.0,0.0
EPH,2000,ARG,3003,1,0.00024034681358495126,0.016170557349750043
EPH,2001,ARG,3000,0,0.0,0.0
EPH,2002,ARG,2529,0,0.0,0.0
EPHC-S2,2003,ARG,23455,1,0.006806062096996158,1.7148477390319061
EPHC-S2,2004,ARG,23943,0,0.0,0.0
EPHC-S2,2005,ARG,23983,0,0.0,0.0
EPHC-S2,2006,ARG,32418,4,0.006013380570750555,0.9669997235202528
EPHC-S2,2007,ARG,15375,0,0.0,0.0
EPHC-S2,2008,ARG,31488,4,0.013346889407847543,0.6720801847994603
EPHC-S2,2009,ARG,30857,1,0.00046935999581086,0.037155692332021116
EPHC-S2,2010,ARG,30843,4,0.0038724923032698037,0.150567544312103
EPHC-S2,2011,ARG,30077,0,0.0,0.0
EPHC-S2,2012,ARG,29011,0,0.0,0.0
EPHC-S2,2013,ARG,29413,1,0.0002497167957917101,0.00809982993421659
EPHC-S2,2014,ARG,32626,1,0.00030974155315897857,0.014565487904460642
EPHC-S2,2016,ARG,32117,2,0.004901980658184889,0.2448475174508844
EPHC-S2,2017,ARG,32248,0,0.0,0.0
EPHC-S2,2018,ARG,31751,0,0.0,0.0
EPHC-S2,2019,ARG,32258,2,0.0006084721094532441,0.036993594206204225
EPHC-S2,2020,ARG,24594,3,0.0012388677322865624,0.053777029355362764
EPHC-S2,2021,ARG,28897,3,0.02106109420484815,1.106920109681268
EPHC-S2,2022,ARG,28913,0,0.0,0.0
ILCS,1999,ARM,3599,3,0.06574261765189283,1.329043091495469
ILCS,2001,ARM,4037,4,0.04860843178819704,0.6405583098626526
ILCS,2002,ARM,4633,11,0.15654351909830932,1.9163125352114012
ILCS,2003,ARM,4640,16,0.27558236272878534,3.4011291605679723
ILCS,2004,ARM,6816,31,0.2911463448856461,4.525535041382767
ILCS,2005,ARM,5187,25,0.30591542429941637,4.304552410638208
ILCS,2006,ARM,5184,8,0.08682064933784378,0.8874585088599838
ILCS,2007,ARM,7870,2,0.021631492979976054,0.250616586825661
ILCS,2008,ARM,7872,7,0.06608485566684437,0.9262797863085475
ILCS,2009,ARM,7869,4,0.03041533687730955,0.33887809594844137
ILCS,2010,ARM,7869,8,0.12578040306194227,1.8127692308041656
ILCS,2011,ARM,7871,4,0.04513340342668244,0.5128141021152673
ILCS,2012,ARM,5184,8,0.06544219773991763,0.6478309999562631
ILCS,2013,ARM,5182,5,0.09281617805888559,1.549073943916756
ILCS,2014,ARM,5184,5,0.05863845603922446,0.6796417446118574
ILCS,2015,ARM,5184,9,0.0806341898287021,0.9127471964450212
ILCS,2016,ARM,5183,7,0.1763092140241507,3.287887028508201
ILCS,2017,ARM,7772,20,0.2853088479226523,4.249374283602743
ILCS,2018,ARM,5177,20,0.22922355531719693,2.864522656294066
ILCS,2019,ARM,5165,9,0.17226325586215832,2.282740419225575
ILCS,2020,ARM,5183,9,0.09506520078361784,0.7578731599275697
ILCS,2021,ARM,5183,14,0.1415117607348577,1.3985282944106268
ILCS,2022,ARM,5184,7,0.07045789935718158,0.7325146646608159
EU-SILC,2004,AUT,4335,3,0.041329943525348134,0.615635430212112
EU-SILC,2005,AUT,4995,1,0.01807294739860771,0.23625911064759011
EU-SILC,2006,AUT,5705,0,0.0,0.0
EU-SILC,2007,AUT,6432,5,0.05007645437787863,0.6645385939207101
EU-SILC,2008,AUT,5673,2,0.026376377079973704,0.4293867604883641
EU-SILC,2009,AUT,5845,5,0.034736505870419744,0.44103109364388565
EU-SILC,2010,AUT,6173,5,0.05550496913010577,0.7010001008604431
EU-SILC,2011,AUT,6144,3,0.02167299938367497,0.2647875924773539
EU-SILC,2012,AUT,6198,4,0.035290628621761314,0.6307681775218198
EU-SILC,2013,AUT,5947,1,0.0055803739819144825,0.06032386685556933
EU-SILC,2014,AUT,5880,6,0.08299420466395697,1.2396070321047783
EU-SILC,2015,AUT,6014,3,0.044862788416988424,0.7962822482178971
EU-SILC,2016,AUT,5967,5,0.07202037744019035,1.2321141450616404
EU-SILC,2017,AUT,6041,1,0.03016554228087727,0.42494472263484157
EU-SILC,2018,AUT,6075,2,0.015327135594578588,0.21126817346852664
EU-SILC,2019,AUT,5944,5,0.03130167651460593,0.4659592642825575
EU-SILC,2020,AUT,5979,4,0.017040456648906407,0.28085253719468906
EU-SILC,2021,AUT,5970,2,0.010516159456058192,0.2247538639471393
EU-SILC,2022,AUT,5893,7,0.08278863194450187,1.3070221221628018
SLC,1995,AZE,1424,0,0.0,0.0
HBS,2001,AZE,7818,15,0.04293942622945728,0.7214578897428825
HBS,2002,AZE,8156,36,0.34193876873757045,2.376272155881936
HBS,2003,AZE,8520,27,0.20912935843346395,1.609784745399435
HBS,2004,AZE,8423,52,0.476605245185291,3.517249105258873
HBS,2005,AZE,8553,57,0.4360816981411519,3.2265900090126323
EP,1998,BDI,6653,53,0.02952368237698521,0.7500918726786344
QUIBB,2006,BDI,7024,5,0.015801796978860527,0.18945231852865738
ECVMB,2013,BDI,6680,20,0.0548696020633818,0.9972876517397536
EICVMB,2020,BDI,8357,25,0.0298824160615143,0.5413941478482373
EU-SILC,2004,BEL,5119,7,0.05308936373183048,0.5969407028368368
EU-SILC,2005,BEL,4828,9,0.12352494530211074,4.567815770490275
EU-SILC,2006,BEL,5532,10,0.08013481931262342,2.777395240620487
EU-SILC,2007,BEL,6046,6,0.0717017680506871,0.6757132858563372
EU-SILC,2008,BEL,6144,17,0.1642924810897341,2.4103814707385864
EU-SILC,2009,BEL,5991,10,0.09595450796661528,1.4077812291767364
EU-SILC,2010,BEL,5912,8,0.0693452341265786,1.0589189835028414
EU-SILC,2011,BEL,5659,6,0.05116712569504125,1.252525616860555
EU-SILC,2012,BEL,5446,9,0.10888902249713726,1.26245820207154
EU-SILC,2013,BEL,5811,8,0.068347818150805,0.8435522074656444
EU-SILC,2014,BEL,5689,4,0.04125448139770745,0.41153076755421397
EU-SILC,2015,BEL,5810,7,0.0509737687408799,0.9009790667185799
EU-SILC,2016,BEL,5696,5,0.0391097351967094,0.7797705480017875
EU-SILC,2017,BEL,5725,7,0.08474217934828615,1.0956241085076324
EU-SILC,2018,BEL,5610,5,0.07263162875001145,0.7869368481037475
EU-SILC,2019,BEL,6689,17,0.1140202440429656,1.3907587143151512
EU-SILC,2020,BEL,6980,24,0.18784138130685019,2.011373605554752
EU-SILC,2021,BEL,7445,21,0.15293948098299956,1.5653127624225498
EU-SILC,2022,BEL,6647,19,0.16566391546239226,1.5555898664295325
QUIBB,2003,BEN,5349,13,0.10291281559905381,1.6597697116796855
EMICOV,2011,BEN,17966,2,0.00276223951423562,0.07992399325860328
EMICOV,2015,BEN,19871,12,0.01612244076037066,0.39114708365277173
EHCVM,2018,BEN,8012,8,0.019970130866153072,0.44764563389461415
EHCVM,2021,BEN,8028,5,0.019924084086020647,0.3450077347412505
EP-I,1994,BFA,7773,33,0.0753741001095286,2.2578045980578545
EP-II,1998,BFA,8324,80,0.28557189001176925,7.9044190822298575
ECVM,2003,BFA,8231,9,0.05040911078517722,1.647378244809737
ECVM,2009,BFA,8404,17,0.0484682180216651,1.1555218707621748
EMC,2014,BFA,10408,55,0.09296167871802714,1.2030038249889703
EHCVM,2018,BFA,7009,5,0.02537531756201296,0.7892763624444971
EHCVM,2021,BFA,7174,5,0.01620235490651706,0.25957006686250456
HHES,1991,BGD,5722,12,0.060564719555768774,0.6296448200877933
HHES,1995,BGD,7418,25,0.22804724246436212,2.3205936540165633
HIES,2000,BGD,7439,11,0.07005127523547858,1.1092749240277104
HIES,2005,BGD,10053,8,0.08000016540139607,1.150695971734315
HIES,2010,BGD,12224,18,0.1236362145100918,1.5775435865054246
HIES,2016,BGD,45694,65,0.11391406220317817,1.72598940687881
HIES,2022,BGD,14265,8,0.036284877096047066,0.451918321076299
