reporting_level,welfare,weight,quantile_point
national,18.434132443013965,366.1322509765625,522
national,18.44533391908485,366.1322509765625,523
national,18.456535395155736,366.1322509765625,524
national,18.46773687122662,366.1322509765625,525
national,18.478938347297508,366.1322509765625,526
national,18.490139823368395,366.1322509765625,527
national,18.50134129943928,366.1322509765625,528
national,18.512542775510166,366.1322509765625,529
national,18.523744251581054,366.1322509765625,530
national,18.534945727651937,366.1322509765625,531
national,18.546147203722825,366.1322509765625,532
national,18.557348679793712,366.1322509765625,533
national,18.568550155864596,366.1322509765625,534
national,18.579751631935483,366.1322509765625,535
national,18.59095310800637,366.1322509765625,536
national,18.602154584077255,366.1322509765625,537
national,18.613356060148142,366.1322509765625,538
national,18.62455753621903,366.1322509765625,539
national,18.635759012289913,366.1322509765625,540
national,18.647941594638283,366.1322509765625,541
national,18.661105283264135,366.1322509765625,542
national,18.674268971889987,366.1322509765625,543
national,18.68743266051584,366.1322509765625,544
national,18.70059634914169,366.1322509765625,545
national,18.713760037767543,366.1322509765625,546
national,18.726923726393395,366.1322509765625,547
national,18.740087415019246,366.1322509765625,548
national,18.7532511036451,366.1322509765625,549
national,18.76641479227095,366.1322509765625,550
national,18.779578480896802,366.1322509765625,551
national,18.792742169522654,366.1322509765625,552
national,18.805905858148506,366.1322509765625,553
national,18.819069546774358,366.1322509765625,554
national,18.83223323540021,366.1322509765625,555
national,18.845396924026062,366.1322509765625,556
national,18.858560612651914,366.1322509765625,557
national,18.871724301277766,366.1322509765625,558
national,18.884887989903618,366.1322509765625,559
national,18.89805167852947,366.1322509765625,560
national,18.91102073989865,366.1322509765625,561
national,18.92379517401116,366.1322509765625,562
national,18.936569608123673,366.1322509765625,563
national,18.949344042236184,366.1322509765625,564
national,18.962118476348696,366.1322509765625,565
national,18.974892910461204,366.1322509765625,566
national,18.987667344573715,366.1322509765625,567
national,19.000441778686227,366.1322509765625,568
national,19.01321621279874,366.1322509765625,569
national,19.02599064691125,366.1322509765625,570
national,19.03876508102376,366.1322509765625,571
national,19.051539515136273,366.1322509765625,572
national,19.06431394924878,366.1322509765625,573
national,19.077088383361293,366.1322509765625,574
national,19.089862817473804,366.1322509765625,575
national,19.102637251586316,366.1322509765625,576
national,19.115411685698827,366.1322509765625,577
national,19.12818611981134,366.1322509765625,578
national,19.14096055392385,366.1322509765625,579
national,19.153734988036362,366.1322509765625,580
national,19.167000214387436,366.1322509765625,581
national,19.180756232977078,366.1322509765625,582
national,19.19451225156672,366.1322509765625,583
national,19.208268270156363,366.1322509765625,584
national,19.222024288746006,366.1322509765625,585
national,19.235780307335645,366.1322509765625,586
national,19.249536325925288,366.1322509765625,587
national,19.26329234451493,366.1322509765625,588
national,19.277048363104573,366.1322509765625,589
national,19.290804381694212,366.1322509765625,590
national,19.304560400283854,366.1322509765625,591
national,19.318316418873497,366.1322509765625,592
national,19.33207243746314,366.1322509765625,593
national,19.345828456052782,366.1322509765625,594
national,19.35958447464242,366.1322509765625,595
national,19.373340493232064,366.1322509765625,596
national,19.387096511821706,366.1322509765625,597
national,19.40085253041135,366.1322509765625,598
national,19.41460854900099,366.1322509765625,599
national,19.428364567590634,366.1322509765625,600
national,19.437663414782673,366.1322509765625,601
national,19.442505090577114,366.1322509765625,602
national,19.447346766371552,366.1322509765625,603
national,19.452188442165994,366.1322509765625,604
national,19.457030117960432,366.1322509765625,605
national,19.461871793754874,366.1322509765625,606
national,19.466713469549315,366.1322509765625,607
national,19.471555145343753,366.1322509765625,608
national,19.476396821138195,366.1322509765625,609
national,19.481238496932633,366.1322509765625,610
national,19.486080172727075,366.1322509765625,611
national,19.490921848521513,366.1322509765625,612
national,19.495763524315954,366.1322509765625,613
national,19.500605200110392,366.1322509765625,614
national,19.505446875904834,366.1322509765625,615
national,19.510288551699276,366.1322509765625,616
national,19.515130227493714,366.1322509765625,617
national,19.519971903288155,366.1322509765625,618
national,19.524813579082593,366.1322509765625,619
national,19.529655254877035,366.1322509765625,620
national,19.53504163195034,366.1322509765625,621
national,19.54097271030251,366.1322509765625,622
national,19.54690378865468,366.1322509765625,623
national,19.55283486700685,366.1322509765625,624
national,19.55876594535902,366.1322509765625,625
national,19.56469702371119,366.1322509765625,626
national,19.57062810206336,366.1322509765625,627
national,19.57655918041553,366.1322509765625,628
national,19.582490258767702,366.1322509765625,629
national,19.588421337119872,366.1322509765625,630
national,19.59435241547204,366.1322509765625,631
national,19.60028349382421,366.1322509765625,632
national,19.606214572176384,366.1322509765625,633
national,19.612145650528554,366.1322509765625,634
national,19.618076728880723,366.1322509765625,635
national,19.624007807232893,366.1322509765625,636
national,19.629938885585062,366.1322509765625,637
national,19.635869963937232,366.1322509765625,638
national,19.641801042289405,366.1322509765625,639
national,19.647732120641574,366.1322509765625,640
national,19.65446953923993,366.1322509765625,641
national,19.662013298084474,366.1322509765625,642
national,19.669557056929015,366.1322509765625,643
national,19.677100815773557,366.1322509765625,644
national,19.6846445746181,366.1322509765625,645
national,19.692188333462642,366.1322509765625,646
national,19.699732092307187,366.1322509765625,647
national,19.707275851151728,366.1322509765625,648
national,19.71481960999627,366.1322509765625,649
national,19.722363368840814,366.1322509765625,650
